App,Category,Rating,Reviews,Viewers,Installs,Type,Price,Content Rating,Genres,Last Updated,Current Ver,Android Ver
Deportivo Toluca FC,SPORTS,4.7,2317,5900000,50000,Free,0,Everyone,Sports,26-Jul-18,2.0.20,5.0 and up
Underdog FC,SPORTS,4.6,216,40000000,10000,Free,0,Everyone,Sports,02-Aug-18,23.17,4.1 and up
Las Vegas Lights FC,SPORTS,4.9,10,14000000,500,Free,0,Everyone,Sports,09-Mar-18,2.0.833.18,4.0.3 and up
FD Shift Calendar Widget,TOOLS,4.1,981,7300000,100000,Free,0,Everyone,Tools,16-Mar-11,1.2.4,1.6 and up
Bank FD Interest Calculator,FINANCE,4.5,166,3500000,10000,Free,0,Everyone,Finance,07-Jan-18,2.5,4.0.3 and up
FD VR Video Player - (Stored),FAILY,3.9,751,17000000,100000,Free,0,Everyone,Entertainent,30-Nov-16,3.6.1,4.4 and up
FD obile,FAILY,3.9,53,7900000,5000,Free,0,Everyone,Entertainent,20-Sep-17,2.1.2,4.0.3 and up
Forula DRIFT,SPORTS,4.6,169,19000000,10000,Free,0,Everyone,Sports,27-Jul-18,2.0.855.33,4.0.3 and up
FD VR - Virtual 3D Web Browser,FAILY,3.8,729,30000000,100000,Free,0,Everyone,Entertainent,09-Mar-18,4.6.12c,4.4 and up
FD Counity FCU obile,FINANCE,4.7,175,12000000,1000,Free,0,Everyone,Finance,12-Jun-18,5.9.1.0,5.0 and up
Feale Daily,BEAUTY,3.9,4354,42000000,100000,Free,0,Teen,Beauty,06-Aug-18,2.5.1,4.0.3 and up
FD VR - Virtual App Launcher,LIBRARIES_AND_DEO,4.1,1463,7400000,100000,Free,0,Everyone,Libraries & Deo,30-Nov-16,3.6.1,4.4 and up
FD VR Player - for 360 Youtube,FAILY,3.9,100,9100000,10000,Free,0,Everyone,Entertainent,30-Nov-16,3.6.1,4.4 and up
FD VR Store -VR Gaes and Apps,FAILY,4,105,7500000,10000,Free,0,Everyone,Siulation,30-Nov-16,3.6.1,4.4 and up
Policy And FD anager,FINANCE,4.3,20,4800000,500,Free,0,Everyone,Finance,09-Jun-18,14,4.4 and up
FD VR - Virtual Reality Caera,FAILY,4,1007,7400000,100000,Free,0,Everyone,Entertainent,30-Nov-16,3.6.1,4.4 and up
Sports Lite,SPORTS,4.4,16,4900000,1000,Free,0,Everyone,Sports,31-Jul-18,1,4.0.3 and up
FD VR Theater - for Youtube VR,FAILY,4.1,4585,9100000,1000000,Free,0,Everyone,Entertainent,30-Nov-16,3.6.1,4.4 and up
Story Tie FD,FAILY,5,2,4200000,10,Free,0,Everyone 10+,Siulation,25-Mar-16,1.1,1.6 and up
FD Calculator | Ter Deposit | Fixed Deposit,FINANCE,4.8,12,2700000,1000,Free,0,Everyone,Finance,13-Jun-18,2.1,5.0 and up
FD CANNECT,TOOLS,NaN,1,75000000,1,Free,0,Everyone,Tools,31-Jul-18,3,8.0 and up
Financial Calculator India,FINANCE,4.6,13819,3900000,1000000,Free,0,Everyone,Finance,04-Jul-18,3.3,4.0 and up
"FD Calculator (EI, SIP, RD & Loan Eligilibility)",FINANCE,5,104,2300000,1000,Free,0,Everyone,Finance,07-Aug-18,2.1.0,4.1 and up
FD VR Cardboard Featured 360 Videos,FAILY,4.2,76,35000000,10000,Free,0,Everyone,Entertainent,19-Dec-17,4.5.1c,4.4 and up
"EI, FD, RD - Bank Calculator",FINANCE,4.7,42,3500000,5000,Free,0,Everyone,Finance,02-Apr-17,2.3,4.1 and up
FD VR Player - for Youtube 3D,FAILY,4,2378,9100000,500000,Free,0,Everyone,Entertainent,30-Nov-16,3.6.1,4.4 and up
RD/FD Calculator,FINANCE,4.4,92,1500000,10000,Free,0,Everyone,Finance,31-Jan-17,1.2.1,4.0.3 and up
FD VR usic Videos - TV Pop and Rap in 360,FAILY,4.9,15,26000000,1000,Free,0,Everyone,Entertainent,19-Dec-17,4.5.3c,4.4 and up
FD VR - Virtual Photo Gallery,FAILY,3.5,179,7400000,10000,Free,0,Everyone,Entertainent,30-Nov-16,3.6.1,4.4 and up
Fix Deposit Calculator (FD),FINANCE,4.1,7,2100000,1000,Free,0,Everyone,Finance,06-Feb-18,1,4.0.3 and up
FD Interest Calculator,FINANCE,4.2,17,4700000,5000,Free,0,Everyone,Finance,18-Jan-15,2.7,3.0 and up
Deposit Calculator FD & RD,FINANCE,4.4,18,3400000,10000,Free,0,Everyone,Finance,21-Jan-17,1.1,3.0 and up
FD Fotografia,PHOTOGRAPHY,NaN,2,4200000,100,Free,0,Everyone,Photography,17-Jan-18,0.0.9,4.1 and up
Banking Calculator,FINANCE,4.5,3704,4600000,100000,Free,0,Everyone,Finance,20-Mar-18,34,2.3 and up
FD e-paper,NEWS_AND_AGAZINES,3.1,183,7100000,10000,Free,0,Everyone,News & agazines,04-Jul-18,2.2.9,4.1 and up
FD Fitness,HEALTH_AND_FITNESS,NaN,3,21000000,50,Free,0,Everyone,Health & Fitness,04-Jul-18,6.3.1,4.0.3 and up
EI/FD/RD/PV/IRR/BEP/EOQ Calc,FINANCE,4.5,58,2700000,10000,Free,0,Everyone,Finance,09-Dec-15,1.6.3,3.0 and up
EI Calculator | FD Calculator | RD calculator,FINANCE,4.6,106,4400000,10000,Free,0,Everyone,Finance,19-Mar-18,5.3,4.0.3 and up
LineStar for FanDuel,SPORTS,4.3,1539,14000000,50000,Free,0,Teen,Sports,06-Jun-18,3.0.3,4.0.3 and up
HD Video Download for Facebook,VIDEO_PLAYERS,4.4,20755,17000000,1000000,Free,0,Everyone,Video Players & Editors,16-Mar-18,4.0.3,4.1 and up
Santa Fe FCU obile Banking,FINANCE,4.3,12,9000000,1000,Free,0,Everyone,Finance,22-Jan-18,1.18.4,4.0 and up
FE Connect,TOOLS,4.8,24,4500000,5000,Free,0,Everyone,Tools,14-Sep-17,2.3.0,4.0.3 and up
FE Civil Engineering Exa Prep,FAILY,2.8,9,21000000,1000,Free,0,Everyone,Education,27-Jul-18,5.33.3669,5.0 and up
FE CREDIT - TET VUI,FINANCE,4.1,125,15000000,50000,Free,0,Everyone,Finance,06-Mar-18,1.2.1,4.1 and up
FE echanical Engineering Prep,FAILY,1,2,21000000,1000,Free,0,Everyone,Education,27-Jul-18,5.33.3669,5.0 and up
FE obile,BUSINESS,3,2,8000000,10,Free,0,Everyone,Business,10-Jul-18,1.4.5,4.1 and up
Counidad De Fe initries,LIFESTYLE,5,19,11000000,500,Free,0,Everyone,Lifestyle,01-Mar-18,1.1,4.1 and up
Garena Free Fire,GAE,4.5,5534114,53000000,100000000,Free,0,Teen,Action,03-Aug-18,1.21.0,4.0.3 and up
FE Other Disciplines Engineering Exa Prep,FAILY,NaN,0,21000000,100,Free,0,Everyone,Education,27-Jul-18,5.33.3669,5.0 and up
FE EN ACCIÓN RADIO,FAILY,NaN,1,2900000,10,Free,0,Everyone,Entertainent,05-Jul-18,1.4,5.0 and up
FE Electric & Cop Engineering,FAILY,NaN,2,20000000,500,Free,0,Everyone,Education,27-Jul-18,5.33.3669,5.0 and up
Caprock Santa Fe Credit Union,FINANCE,NaN,0,2900000,100,Free,0,Everyone,Finance,23-Mar-18,3.0.6,4.1 and up
FE Cheical Engineering Exa Prep,FAILY,NaN,2,20000000,100,Free,0,Everyone,Education,27-Jul-18,5.33.3669,5.0 and up
Santa Fe ap and Walks,TRAVEL_AND_LOCAL,NaN,2,47000000,1000,Free,0,Everyone,Travel & Local,20-Apr-18,32,4.0 and up
FE IP,TOOLS,NaN,3,12000000,1000,Free,0,Everyone,Tools,27-Oct-17,1.51,3.0 and up
Safe Santa Fe,FAILY,5,2,12000000,1000,Free,0,Everyone,Education,04-Jul-16,1,4.0 and up
Santa Fe New exican e-Edition,NEWS_AND_AGAZINES,4.1,25,17000000,1000,Free,0,Everyone,News & agazines,21-Jun-18,4.7.4.18.0621,4.1 and up
L!FE Preiu Training,HEALTH_AND_FITNESS,NaN,2,10000000,100,Free,0,Everyone,Health & Fitness,09-Jul-18,4.2.2,4.1 and up
Thee for Galaxy Note FE Launcher | Live Wallpaper,PERSONALIZATION,NaN,2,26000000,100,Free,0,Everyone,Personalization,22-Dec-17,1,4.0 and up
Thee for Galaxy Note FE,PERSONALIZATION,NaN,3,9200000,100,Free,0,Everyone,Personalization,29-Jul-17,1,2.3.3 and up
Note FE Thee And Launcher For Sasung Galaxy,PERSONALIZATION,4.4,7,9800000,1000,Free,0,Everyone,Personalization,28-Aug-17,1,4.0 and up
FE CPS,FINANCE,3,62,17000000,10000,Free,0,Everyone,Finance,26-Jun-17,0.1.8,4.0 and up
La Fe de Jesus,BOOKS_AND_REFERENCE,NaN,8,65800000,1000,Free,0,Everyone,Books & Reference,31-Jan-17,NaN,3.0 and up
Santa Fe Indian arket,FAILY,3.8,4,30000000,500,Free,0,Everyone,Entertainent,23-Jul-18,5.11,5.0 and up
FE Connect Fhoton,TOOLS,NaN,0,1800000,100,Free,0,Everyone,Tools,28-Nov-17,1.1,4.0.3 and up
Repair Hyundai Santa Fe,AUTO_AND_VEHICLES,3.9,22,97000000,1000,Free,0,Everyone,Auto & Vehicles,31-Jan-18,1,4.0 and up
La Fe de Jesús,BOOKS_AND_REFERENCE,NaN,10,2900000,500,Free,0,Everyone,Books & Reference,23-Aug-17,1,4.0.3 and up
Santa Fe Espresso & News,FOOD_AND_DRINK,NaN,0,15000000,10,Free,0,Everyone,Food & Drink,12-Oct-17,1.2.2,4.4 and up
Santa Fe Sentry,HOUSE_AND_HOE,NaN,0,5300000,100,Free,0,Everyone,House & Hoe,07-Aug-17,1.6.0,4.1 and up
Santa Fe Thrive,HEALTH_AND_FITNESS,5,2,8300000,50,Free,0,Everyone,Health & Fitness,09-Jul-18,4.2.2,4.1 and up
FE Connect Drive-Tech,BUSINESS,NaN,0,20000000,100,Free,0,Everyone,Business,12-Feb-18,1.2.1.0,4.1 and up
FE ix - Jokes - Status - Wallpaper,FAILY,NaN,3,3000000,1000,Free,0,Everyone,Entertainent,02-Jun-18,2.1,4.4 and up
Frases Cristianas de Esperanza y Fe,SOCIAL,NaN,2,5600000,100,Free,0,Everyone,Social,18-Oct-17,1,2.3 and up
Thee for Sasung Galaxy Note FE,PERSONALIZATION,4.5,52,7900000,10000,Free,0,Everyone,Personalization,04-Jul-17,1,2.3.3 and up
Santa Fe VIP Tours,TRAVEL_AND_LOCAL,NaN,1,22000000,100,Free,0,Everyone,Travel & Local,19-Aug-17,2.8,4.0 and up
Santa Fe App,SPORTS,NaN,196,5000000,5000,Free,0,Everyone,Sports,09-Aug-17,2.1.0,4.0.3 and up
Curso Básico y Avanzado la Fe de Jesús Audio-Texto,FAILY,NaN,0,11000000,10,Free,0,Everyone 10+,Education,12-Jul-18,1,4.0 and up
Ríos de Fe,LIFESTYLE,5,141,15000000,1000,Free,0,Everyone,Lifestyle,24-Mar-18,1.8,4.1 and up
Thee For Galaxy Note FE,PERSONALIZATION,NaN,0,7500000,100,Free,0,Everyone,Personalization,19-Apr-18,1.1,4.1 and up
Le Fe de Jesus,BOOKS_AND_REFERENCE,NaN,3,4100000,500,Free,0,Everyone,Books & Reference,17-Dec-15,1,2.3.3 and up
FG obile,FAILY,3.3,130,13000000,5000,Free,0,Everyone,Education,21-Dec-17,2.0.0,4.0 and up
FG Wallet,FINANCE,NaN,9,12000000,1000,Free,0,Everyone,Finance,06-Jun-18,2.1,6.0 and up
Burn Your Fat With e! FG,HEALTH_AND_FITNESS,4.5,38487,60000000,1000000,Free,0,Teen,Health & Fitness,03-Jul-18,5.1.0,4.1 and up
FG On-The-Go,TOOLS,4.9,55,25000000,1000,Free,0,Everyone,Tools,29-Jun-18,2.01.0.2,4.1 and up
FG Autun Photo Puzzle,FAILY,NaN,0,4600000,10,Free,0,Everyone,Puzzle,23-Aug-17,1,4.0 and up
Radio FG Paris Underground,FAILY,NaN,3,1700000,100,Free,0,Teen,Entertainent,26-Jul-15,2,2.2 and up
FG Radio - Radios de France,FAILY,NaN,0,6500000,10,Free,0,Everyone,Entertainent,10-Jun-18,1,4.2 and up
FG SPINNER,GAE,NaN,2,36000000,10,Free,0,Everyone,Board,06-Apr-18,0.9,4.0.3 and up
FG Finder,TOOLS,NaN,154,17000000,10000,Free,0,Everyone,Tools,16-Jul-18,2.1.0,4.1 and up
FG. Chic - House Lounge usique - Radios de France,FAILY,NaN,1,6500000,50,Free,0,Everyone,Entertainent,09-Jun-18,1,4.2 and up
BROTHER IN WARS: GUNNER CITY WARLORDS,GAE,4.3,8649,39000000,1000000,Free,0,Teen,Action,26-Jul-18,1.0.3,4.2 and up
Angry Birds Space HD,GAE,4.5,43645,46000000,5000000,Free,0,Everyone,Arcade,25-May-18,2.2.13,4.1 and up
Survival Prison Escape v2: Free Action Gae,FAILY,4.1,44027,52000000,5000000,Free,0,Mature 17+,Strategy,21-Feb-18,1.0.9,2.3 and up
FG VOC,BUSINESS,4.8,6,7700000,1000,Free,0,Everyone,Business,07-Aug-18,2.1.5,4.1 and up
Police Car Driver,GAE,3.8,83671,30000000,10000000,Free,0,Everyone 10+,Racing,04-May-18,9,4.1 and up
odern Sniper Strike: Best Coando Action 2k18,GAE,4.1,164,17000000,10000,Free,0,Everyone,Action,23-Aug-17,1,2.3 and up
oto Fighter 3D,GAE,3.9,85410,39000000,10000000,Free,0,Everyone 10+,Racing,20-Sep-17,20170920,4.1 and up
FG Rockstar,FAILY,NaN,1,30000000,10,Free,0,Everyone,Education,02-Aug-18,1.1.5,4.1 and up
BX Boy,GAE,4.2,839206,12000000,50000000,Free,0,Everyone,Racing,20-Sep-17,1.16.33,4.1 and up
Crazy Bike attack Racing New: otorcycle racing,GAE,4.2,20364,45000000,5000000,Free,0,Everyone,Racing,12-Jul-18,1.2.1,4.1 and up
POLARIS 2FG,FAILY,4.8,1228,29000000,10000,Free,0,Everyone,Education,28-Mar-18,1.7,4.1 and up
Gun Disassebly 2,FAILY,4.1,26347,48000000,1000000,Free,0,Everyone 10+,Entertainent,15-Sep-17,14.0.1,2.2 and up
Fields of Battle,GAE,4.1,71476,50000000,1000000,Free,0,Everyone 10+,Action,21-Apr-18,2.14,4.0 and up
Abulance Siulator 3D,FAILY,3.9,29415,66000000,1000000,Free,0,Mature 17+,Siulation,11-Dec-16,2.0.1,2.3 and up
Leghe Fantagazzetta,SPORTS,4.1,79464,27000000,1000000,Free,0,Everyone,Sports,06-Aug-18,5.0.8,4.4 and up
Police Car Driving Si,FAILY,4.1,72522,51000000,10000000,Free,0,Everyone,Siulation,10-Apr-18,1.54,2.3.3 and up
Toy Attack,GAE,4.2,3878,69000000,500000,Free,0,Everyone,Action,04-Apr-18,1.9,4.0.3 and up
Field Goal Tournaent,SPORTS,3.7,2980,21000000,100000,Free,0,Everyone,Sports,01-Sep-15,1.2.8,2.3 and up
Ghost In Photo,PHOTOGRAPHY,3.9,28429,14000000,5000000,Free,0,Teen,Photography,16-Mar-18,2,2.3 and up
Disney Princess Palace Pets,FAILY,3.9,60097,19000000,1000000,Free,0,Everyone,Entertainent;Pretend Play,10-Feb-18,5.1,4.2 and up
Police VAZ LADA Siulator,FAILY,3.6,3502,61000000,500000,Free,0,Teen,Siulation,11-Sep-16,1.3,2.3 and up
Scary Video aker,FAILY,3.7,9296,28000000,500000,Free,0,Teen,Entertainent,24-Jul-18,1.14,4.1 and up
Snowobile Parking Adventure,GAE,3.6,12257,49000000,1000000,Free,0,Everyone,Racing,09-Sep-16,1.4,2.3 and up
PBS KIDS Gaes,FAILY,4.3,12919,94000000,1000000,Free,0,Everyone,Educational;Education,06-Jun-18,1.15.2,4.4 and up
Zobie Sniper 3D III,GAE,3.9,8122,23000000,500000,Free,0,Mature 17+,Action,28-Feb-17,1.8,2.3 and up
Faily Guy- Another Freakin' obile Gae,FAILY,4.5,221691,94000000,5000000,Free,0,Teen,Puzzle,06-Aug-18,1.20.22,4.0.3 and up
FH WiFiCa,PHOTOGRAPHY,2.6,201,2500000,10000,Free,0,Everyone,Photography,02-May-17,2.1,4.1 and up
HD Thees Volvo FH Trucks,PERSONALIZATION,4.4,40,13000000,5000,Free,0,Teen,Personalization,21-Jun-16,1,2.3.3 and up
Failial Hypercholesterolaeia,EDICAL,NaN,0,34000000,10,Free,0,Everyone,edical,05-Jul-18,2.0.1,4.1 and up
Failial Hypercholesterolaeia Handbook,EDICAL,1,2,33000000,100,Free,0,Everyone,edical,02-Jul-18,2.0.1,4.1 and up
Thees Volvo FH 16 Trucks,PERSONALIZATION,NaN,38,16000000,10000,Free,0,Teen,Personalization,17-Jun-16,1,2.3.3 and up
FH Calculator,HEALTH_AND_FITNESS,NaN,9,99200000,500,Free,0,Everyone,Health & Fitness,04-Jun-15,1,4.0 and up
Top Thees Volvo FH Trucks,PERSONALIZATION,NaN,9,18000000,1000,Free,0,Teen,Personalization,19-Jun-18,1,4.1 and up
Top Puzzles Volvo FH Trucks,FAILY,NaN,4,8100000,500,Free,0,Teen,Puzzle,20-Nov-16,1,4.0 and up
Wallpapers Volvo FH 16 Trucks,PERSONALIZATION,4.2,13,15000000,1000,Free,0,Teen,Personalization,18-Jun-16,1,2.3.3 and up
Puzzles Volvo FH 16 Trucks,FAILY,4.8,10,8200000,1000,Free,0,Teen,Puzzle,02-Dec-16,1,4.0 and up
Jigsaw Volvo FH 16 Trucks,FAILY,5,5,8100000,1000,Free,0,Teen,Puzzle,01-Dec-16,1,4.0 and up
Shoot Hunter-Gun Killer,GAE,4.3,320334,27000000,50000000,Free,0,Teen,Action,08-Aug-18,1.1.2,4.1 and up
FH® Cost Lookup / FH® CCSalud,EDICAL,4.5,30,4100000,1000,Free,0,Everyone,edical,21-Jun-17,4.1.0,4.0.3 and up
FH Kufstein App,FAILY,NaN,9,20000000,500,Free,0,Everyone,Education,20-Nov-17,2.3.1,4.4 and up
FH App,BUSINESS,4.9,27,6000000,100,Free,0,Everyone,Business,26-Jul-18,1.0.90,4.0 and up
HD Wallpapers Volvo FH Trucks,PERSONALIZATION,NaN,4,17000000,500,Free,0,Teen,Personalization,21-Jun-16,1,2.3.3 and up
Jigsaw Puzzles Volvo FH Truck Gae,FAILY,NaN,4,4700000,100,Free,0,Teen,Puzzle,24-Jul-17,1,4.0.3 and up
Thees Volvo FH Trucks,PERSONALIZATION,NaN,14,14000000,1000,Free,0,Teen,Personalization,17-Jun-16,1,2.3.3 and up
FH School,FAILY,5,4,5800000,100,Free,0,Everyone,Education,11-Apr-18,1.0.1,4.0.3 and up
FH Wallet,FINANCE,NaN,0,9900000,1,Free,0,Everyone,Finance,26-Jul-18,1.0.0,4.1 and up
FH Dortund FB4,FAILY,NaN,40,9900000,1000,Free,0,Everyone,Education,22-May-18,1.2.0,4.0.3 and up
Fast otorcycle Driver 2016,GAE,4.2,28151,49000000,1000000,Free,0,Everyone 10+,Racing,25-Dec-16,1.2,2.3.3 and up
Wallpapers Volvo FH Truck,PERSONALIZATION,4.2,4,14000000,100,Free,0,Teen,Personalization,31-Jul-16,1,2.3.3 and up
HD Jigsaw Volvo FH Trucks,FAILY,NaN,2,7600000,500,Free,0,Teen,Puzzle,29-Nov-16,1,4.0 and up
Jigsaw Puzzles Volvo FH Trucks,FAILY,NaN,3,7800000,1000,Free,0,Teen,Puzzle,01-Dec-16,1,4.0 and up
Angry Shark 2016,FAILY,4,73185,46000000,5000000,Free,0,Teen,Siulation,01-Nov-17,1.6,4.0 and up
First Hawaiian Bank obile,FINANCE,2.1,232,29000000,10000,Free,0,Everyone,Finance,09-May-18,18.1.79,5.0 and up
FH CODE,TOOLS,NaN,13,3600000,100,Free,0,Everyone,Tools,26-Feb-18,FH CODE 1.0,2.1 and up
Strike! Ten Pin Bowling,SPORTS,4.2,18584,49000000,5000000,Free,0,Everyone,Sports,27-Jun-18,1.7.0,4.1 and up
IKORO FH App Rosenhei,FAILY,NaN,22,29000000,1000,Free,0,Everyone,Education,06-Feb-18,1.10.0.0,2.3.3 and up
y Truck,TOOLS,2.5,247,8200000,10000,Free,0,Everyone,Tools,15-Mar-17,1.0.6,4.2 and up
Talking To Bubble Shooter,FAILY,4.4,687136,54000000,50000000,Free,0,Everyone,Casual,25-May-18,1.5.3.20,4.1 and up
Forgotten Hill: Fall,GAE,4.4,1063,18000000,50000,Free,0,Teen,Adventure,30-Oct-17,1.7,3.0 and up
Forgotten Hill eentoes,GAE,4.6,2027,56000000,100000,Free,0,Teen,Adventure,19-Mar-18,1.5,4.1 and up
EHiN-FH conferenceapp,COUNICATION,NaN,5,26000000,100,Free,0,Everyone,Counication,15-Nov-16,1.17,4.1 and up
BTK-FH Online Capus,FAILY,NaN,1,3300000,500,Free,0,Everyone,Education,07-Nov-16,1.7.2,4.0.3 and up
Talking Husky Dog,FAILY,4.4,26545,40000000,1000000,Free,0,Everyone,Casual,20-Jul-18,2.08,4.1 and up
Bubble Bird Rescue,FAILY,4.2,70753,14000000,5000000,Free,0,Everyone,Puzzle,07-Aug-18,1.8.6,4.0.3 and up
Forgotten Hill: Surgery,GAE,4.5,2431,24000000,100000,Free,0,Teen,Adventure,03-Nov-17,1.4,3.0 and up
Real Airplane Flight Siulator: Pilot Gaes,FAILY,3.3,21735,37000000,1000000,Free,0,Everyone,Siulation,11-Jul-18,1.0.03,4.0 and up
Forgotten Hill: Puppeteer,GAE,4.5,2917,22000000,100000,Free,0,Teen,Adventure,30-Oct-17,2.6,2.3 and up
Airplane Fly Hawaii,FAILY,4.1,83427,16000000,1000000,Free,0,Everyone,Siulation,30-Jan-15,2.6,4.1 and up
FiSwitch,TOOLS,4.8,615,2000000,10000,Paid,1.99,Everyone,Tools,24-Jul-18,5.2,5.0 and up
Signal Info,TOOLS,4.6,424,3500000,10000,Free,0,Everyone,Tools,19-Dec-17,0.11,6.0 and up
Signal Spy - onitor Signal Strength & Data Usage,TOOLS,4.4,875,8500000,100000,Free,0,Everyone,Tools,31-Dec-17,1.9.9.5,5.1 and up
Wi-Fi Auto-connect,COUNICATION,3.8,15036,25300000,1000000,Free,0,Everyone,Counication,01-Aug-15,1.2.0,1.6 and up
Sart Wi-Fi Hotspot PRO,COUNICATION,3.7,197,95700000,10000,Paid,2.99,Everyone,Counication,10-Feb-16,1,2.2 and up
Portable Wi-Fi hotspot Preiu,COUNICATION,3.7,481,42000000,10000,Paid,0.99,Everyone,Counication,16-Dec-15,1.4.0.2,2.3 and up
Avast Wi-Fi Finder,PRODUCTIVITY,4.3,37277,13000000,1000000,Free,0,Everyone,Productivity,26-Feb-18,2.3.1,4.0.3 and up
Police Field Interview FI Card,PRODUCTIVITY,4.5,112,2400000,1000,Paid,7.99,Everyone,Productivity,16-Mar-17,3,4.0.3 and up
LG Hi-Fi Plus anager,TOOLS,3.5,154,3400000,10000,Free,0,Everyone,Tools,06-Sep-16,5.0.6,6.0 and up
WeFi - Free Fast WiFi Connect & Find Wi-Fi ap,COUNICATION,4,13469,5100000,1000000,Free,0,Everyone,Counication,05-Jun-18,4.7.0.2200000,4.0 and up
Safe Wi-Fi,PRODUCTIVITY,2.9,32,9700000,1000,Free,0,Everyone,Productivity,03-Aug-18,1.3.22,4.4 and up
[root] Pry-Fi,TOOLS,3.9,6736,7200000,500000,Free,0,Everyone,Tools,02-Feb-14,1.2,4.2 and up
WiFi onitor Pro - analyzer of Wi-Fi networks,TOOLS,4.6,85,2400000,1000,Paid,2.99,Everyone,Tools,05-Jul-18,1.9,4.0 and up
Candy siply-Fi,LIFESTYLE,2.1,2390,35000000,100000,Free,0,Everyone,Lifestyle,17-Jul-18,1.8.4.7,4.4 and up
SCI-FI UI,FAILY,4.7,15,3900000,100,Paid,1.99,Everyone,Entertainent,16-Apr-18,0.0.53,1.6 and up
Wi-Fi Rabbit Unlock Key,TOOLS,4.5,142,2600000,5000,Paid,1,Everyone,Tools,26-Jun-11,1.0.0,2.1 and up
Wi-Fi settings shortcut,TOOLS,4.1,479,2900000,50000,Free,0,Everyone,Tools,13-Dec-13,1.4,1.6 and up
Wi-Fi aster,TOOLS,4.5,3673,5800000,500000,Free,0,Everyone,Tools,24-Jul-18,1.2.1,4.1 and up
icro Fi,FAILY,3.7,39,2800000,5000,Free,0,Everyone,Education,12-Feb-14,2.4,2.3.3 and up
fi,FAILY,2.9,691,5800000,100000,Free,0,Everyone,Strategy,08-Jun-16,1.0.3,4.0 and up
Portable Wi-Fi hotspot Free,COUNICATION,4,1711,2100000,100000,Free,0,Everyone,Counication,11-Jan-18,1.2.5.4-11,2.3 and up
Wi-Fi Networks,PRODUCTIVITY,4.2,115,1400000,10000,Free,0,Everyone,Productivity,05-Oct-15,1.4,4.1 and up
FI CFL,FINANCE,3.7,112,3900000,10000,Free,0,Everyone,Finance,05-Jul-18,1.1.1,5.0 and up
Tassa.fi Finland,LIFESTYLE,3.6,346,7500000,50000,Free,0,Everyone,Lifestyle,22-May-18,5.5,4.0 and up
TownWiFi | Wi-Fi Everywhere,COUNICATION,3.9,2372,58000000,500000,Free,0,Everyone,Counication,02-Aug-18,4.2.1,4.2 and up
Jazz Wi-Fi,COUNICATION,3.4,49,4000000,10000,Free,0,Everyone,Counication,10-Feb-17,0.1,2.3 and up
Xposed Wi-Fi-Pwd,PERSONALIZATION,3.5,1042,40400000,100000,Free,0,Everyone,Personalization,05-Aug-14,3.0.0,4.0.3 and up
osino Wi-Fi: free WiFi,TOOLS,4.2,134203,4100000,10000000,Free,0,Everyone,Tools,07-Aug-18,6.06.14,4.4 and up
Sat-Fi Voice,COUNICATION,3.4,37,14000000,1000,Free,0,Everyone,Counication,21-Nov-14,2.2.1.5,2.2 and up
Wi-Fi Visualizer,TOOLS,3.9,132,2600000,50000,Free,0,Everyone,Tools,17-May-17,0.0.9,2.3 and up
Lennox iCofort Wi-Fi,LIFESTYLE,3,552,7600000,50000,Free,0,Everyone,Lifestyle,22-Mar-17,2.0.15,2.3.3 and up
Sci-Fi Sounds and Ringtones,PERSONALIZATION,3.6,128,11000000,10000,Free,0,Everyone,Personalization,27-Sep-17,4,4.0 and up
Sci Fi Sounds,FAILY,3.2,4,8000000,1000,Free,0,Everyone,Entertainent,02-Nov-17,1,4.0 and up
Free Wi-fi HotspoT,COUNICATION,4.1,382,2300000,50000,Free,0,Everyone,Counication,20-Jul-18,2.5,4.0 and up
FJ 4x4 Cruiser Offroad Driving,FAILY,4.1,3543,49000000,500000,Free,0,Everyone,Siulation,04-Jan-17,1.1,2.3 and up
FJ 4x4 Cruiser Snow Driving,FAILY,4.2,1619,43000000,500000,Free,0,Everyone,Siulation,04-Jun-18,1.3,4.0 and up
Wallpapers Toyota FJ Cruiser,PERSONALIZATION,4.2,78,10000000,10000,Free,0,Everyone,Personalization,20-Jun-16,1,2.3.3 and up
New Wallpapers Toyota FJ Cruiser Thee,PERSONALIZATION,NaN,1,16000000,100,Free,0,Teen,Personalization,23-Feb-18,1,4.1 and up
"FJ Final Join , Circles Gae",GAE,4.7,32,24000000,1000,Free,0,Teen,Arcade,11-Jul-18,0.24,4.3 and up
HD Wallpaper - Toyota FJ Cruiser,TOOLS,NaN,2,6200000,100,Free,0,Everyone,Tools,10-Nov-17,1,4.0 and up
FJ Drive: ercedes-Benz Lease,AUTO_AND_VEHICLES,4.6,107,27000000,10000,Free,0,Everyone,Auto & Vehicles,06-Nov-17,2.0.0,4.1 and up
Driving n Parking School 2017,FAILY,4.5,15,46000000,1000,Free,0,Everyone,Siulation,31-May-17,1,2.3 and up
FJ WiFi HDD,TOOLS,NaN,40,2400000,5000,Free,0,Everyone,Tools,31-Oct-17,1.0.5,2.1 and up
Offroad Cruiser,FAILY,4.3,42432,36000000,1000000,Free,0,Everyone,Siulation,13-Jul-16,1.3,2.3.3 and up
HD Thees Toyota Cruiser 70,PERSONALIZATION,4.5,86,17000000,10000,Free,0,Teen,Personalization,02-Oct-16,1,2.3.3 and up
